lo_id,hi_id,lo_wins,hi_wins
101731,103852,0,1
101733,101843,0,1
101733,101889,0,3
101733,101890,1,0
101733,101948,0,1
101733,102087,1,1
101733,102103,1,0
101733,102106,1,1
101733,102135,1,0
101733,102148,1,1
101733,102179,1,1
101733,102184,1,0
101733,102227,0,2
101733,102231,1,2
101733,102233,1,0
101733,102247,0,1
101733,102259,0,1
101733,102269,0,2
101733,102286,1,0
101733,102306,1,0
101733,102358,1,0
101733,102369,1,0
101733,102374,0,1
101733,102382,0,2
101733,102446,0,1
101733,102450,0,1
101733,102455,1,0
101733,102563,1,0
101733,102607,1,0
101733,102615,1,0
101733,102644,0,2
101733,102652,0,1
101733,102694,1,1
101733,102738,1,0
101733,102770,0,1
101733,102783,1,0
101733,102809,0,1
101733,102817,1,0
101733,102821,1,0
101733,102854,1,2
101733,102872,1,0
101733,102905,0,1
101733,102911,1,0
101733,102925,1,1
101733,102965,1,0
101733,102966,1,0
101733,102987,1,0
101733,103017,1,0
101733,103096,0,1
101733,103103,0,1
